label,x0,y0,x1,y1,x2,y2,x3,y3,x4,y4,x5,y5,x6,y6,x7,y7,x8,y8,x9,y9,x10,y10,x11,y11,x12,y12,x13,y13,x14,y14,x15,y15,x16,y16,x17,y17,x18,y18,x19,y19,x20,y20
POINTING,0.0,0.0,0.2957394201616977,-0.11297988383902219,0.5094422955237404,-0.39399616689824923,0.622613876689122,-0.7057604402928391,0.48991472787859364,-0.8692722609855837,0.40686362171902285,-0.9392725610040671,0.4736534479431914,-1.3638835733599832,0.5156347711968722,-1.6238449696677224,0.539750034040199,-1.842278335175131,0.2521387109224854,-0.9676911028083017,0.3501712891529064,-1.3336156087785858,0.35199606513096593,-1.0453334754249586,0.32836460982559385,-0.83710597124785,0.09326479187053877,-0.9577195816790001,0.1517748584721137,-1.327207310605369,0.19045129373808908,-1.0707541057763519,0.1720660856704311,-0.8257647922826619,-0.07816178108664974,-0.9158536680401684,-0.017616853886086727,-1.2242186392536623,0.04670542348816821,-1.0667184206342804,0.051204963997491755,-0.8629013894332277
POINTING,0.0,0.0,0.29218900497777406,-0.10579634706204491,0.5118280904194095,-0.4118139275058382,0.6176717593078523,-0.7440728829279616,0.4711392066882654,-0.8919160949852417,0.4047391851647416,-0.9288563401569462,0.4685679248260375,-1.3534316454373052,0.5074534073697549,-1.610685118134904,0.5356605775627133,-1.8274193416265885,0.25280703114070147,-0.9675167207887543,0.3549349023000465,-1.337498153758832,0.3483430753185025,-1.0603898132275074,0.32031756404928463,-0.8388853944813836,0.09416888299656716,-0.960790039531437,0.15633747989570654,-1.337257665788613,0.1888168025144575,-1.0834604965425694,0.17335523615388715,-0.8318639215186365,-0.07863930767237574,-0.9169436521870045,-0.022258196000623388,-1.2273012647256036,0.04259856508605461,-1.0780621880841925,0.05469226550669875,-0.8738551898325845
POINTING,0.0,0.0,0.2969149847388974,-0.11474454504163292,0.5041185110147182,-0.39456376015902184,0.6228834365956712,-0.7058800166318027,0.49484527967126146,-0.8726113560402653,0.40586288078555405,-0.9409668146852694,0.47026153663851394,-1.3683996187746073,0.5108331288771253,-1.6306718967729126,0.5345811111541859,-1.8464387463083651,0.25260728787194153,-0.96756889062949,0.3478289046204456,-1.3322878491686803,0.34117708281170034,-1.0463057615981335,0.31774008431076195,-0.838963093859012,0.09307443467298199,-0.9588858379646399,0.15320803988542459,-1.3320611580206063,0.1886231901989653,-1.078409918327103,0.17264081284839985,-0.8298464618029031,-0.08069931278671208,-0.9192297392303483,-0.02357327375432088,-1.2234245063146099,0.04110431643658531,-1.0700958250480839,0.0508102151954178,-0.864926265556017
POINTING,0.0,0.0,0.30291541430454405,-0.11733315971079288,0.5107496669074986,-0.39359557419765945,0.6296253252670061,-0.7033215778855074,0.5019965355754767,-0.8751851718970177,0.4105290326620269,-0.942469170529788,0.47521728235507255,-1.3699986639822912,0.517609785461279,-1.634833109177181,0.543272201869425,-1.8512356455183627,0.25530172209202456,-0.9668614330382853,0.35275384649809877,-1.3356043993339461,0.34646180256803366,-1.0504342226565675,0.3226967343827595,-0.8439076978067265,0.09407862297504646,-0.9591989944736283,0.15620173459500167,-1.3292343174005308,0.19240926611580725,-1.078112752195041,0.1758872807600144,-0.8303834753473115,-0.0794786847388087,-0.9232550054355178,-0.022261851292454674,-1.2251744498690196,0.0420595935094223,-1.0711313725687144,0.0513277231127124,-0.8668587534183326
POINTING,0.0,0.0,0.2893737154104806,-0.10640163696908088,0.496695823887951,-0.3863629239153993,0.6034471784309645,-0.6893310962616419,0.4944799477186435,-0.8706509349363978,0.4004997946311328,-0.9380373189887383,0.46416492850455693,-1.3614430939119033,0.5059867756222253,-1.6142547874287407,0.5290324606636356,-1.8297327628268052,0.24835233874870882,-0.9686697661422321,0.3439843410024458,-1.3273853414959298,0.33881891087935184,-1.0406319038871599,0.3086537520255022,-0.8347203837179495,0.0896844598943759,-0.9606382403545888,0.15101106906735165,-1.3182361777132612,0.18361669933065536,-1.0611208487947967,0.1623344449747788,-0.8267456251910041,-0.0845506684051113,-0.9198585151512009,-0.030657705980501604,-1.223176925871933,0.02902903243905573,-1.0633647179940355,0.03515612079039488,-0.8646974033706328
POINTING,0.0,0.0,0.28812764792477746,-0.11129616078686447,0.49871624360067945,-0.3967066469494316,0.6054167444054738,-0.7108005588937785,0.47742531002553673,-0.8725228453103786,0.3980472730171301,-0.937236883744954,0.46072527422389037,-1.3506699517056977,0.5011547518071519,-1.5987776719845617,0.523871773787642,-1.8090013795170377,0.249739742027944,-0.9683129975642256,0.3400170586700723,-1.3235209867514046,0.33629314027368973,-1.0436636219109239,0.30613523175078533,-0.8355457115264525,0.09337120771502928,-0.9569665851579248,0.15430366641697701,-1.3118215273689424,0.18700369335991915,-1.0644030402498832,0.16637071681800172,-0.8283946761653418,-0.08104429517588214,-0.9128309509291777,-0.026949981860911534,-1.2111938721624793,0.03596561494118008,-1.0639256610174432,0.045744617184997,-0.8669127061937463
POINTING,0.0,0.0,0.28557153227237814,-0.10626453437037797,0.49559504355928036,-0.3860619685769482,0.6039945842553119,-0.695206741402272,0.49513839302498197,-0.8768254759898116,0.3974444395359239,-0.9378478150661668,0.4611412980585511,-1.3570129984596178,0.4996804280104431,-1.6076632589825137,0.521462930389337,-1.8211360548977809,0.24868810037339448,-0.9685836198969464,0.3407955618709849,-1.3290462282126316,0.3371285040079475,-1.0531048821441416,0.3091170656480231,-0.8467567149789087,0.09257408143680547,-0.9570178154657375,0.15415224720546084,-1.3217684331506963,0.18359565463522937,-1.0765706602804532,0.16208478617211605,-0.8413701289769382,-0.08090560508223431,-0.9116981954426219,-0.024466343866126943,-1.2134069574552555,0.03404292833448919,-1.0691750449785942,0.0399635895998508,-0.8752329606589724
POINTING,0.0,0.0,0.32058910850100175,-0.11687192695526803,0.5367732953380456,-0.4043611800422276,0.6322605384721918,-0.7217106336990066,0.5109753239068007,-0.8957644983148967,0.42239368519265297,-0.9336870112177491,0.4885316467528605,-1.3492233542661534,0.5276850460254476,-1.6175185019493714,0.5489094726459982,-1.8467338999150504,0.2695210094872583,-0.9629945095611757,0.37700585769651973,-1.316047469239629,0.3864121091274132,-1.0555717358057395,0.3600668567117089,-0.8663258323617616,0.11030706742460326,-0.9610267309647215,0.18744896008113607,-1.329612342135183,0.2259533970266571,-1.0797100138528497,0.19763573812504318,-0.8504257264469911,-0.05611302742182789,-0.9329240705846662,0.02172476758339046,-1.2362623905769732,0.07833416920566781,-1.0720852354114756,0.07498569284653561,-0.8763625345618994
POINTING,0.0,0.0,0.3408779855859457,-0.13269363623365826,0.5416366209000429,-0.40246140021020793,0.6493295709263313,-0.697067864732985,0.5210903380606122,-0.8674228299931586,0.4244406020038258,-0.9496845707226789,0.49724270382418984,-1.3657994334453465,0.5511949887883468,-1.6350231090313474,0.5808777484685759,-1.8514975904919855,0.27176770018256324,-0.9623628822525734,0.3769341594473836,-1.3103052499981072,0.3841759030927357,-1.04471741743244,0.3597124266175314,-0.8491407047670507,0.11418802204792235,-0.9597395507711217,0.1927242274468176,-1.3108172379828675,0.2322871683271626,-1.0670064286046128,0.20585895819178832,-0.8334932405773786,-0.04897631743998249,-0.9405351458190413,0.025055715474435886,-1.229239047070725,0.07623455235360112,-1.0637781798123997,0.0711992395414144,-0.8645410767575444
POINTING,0.0,0.0,0.32298939145478267,-0.11289722819212256,0.5308913553922044,-0.39255175777895046,0.6436365562259161,-0.6980528403358573,0.5196357606091252,-0.8653791234794678,0.4213925296516365,-0.9401519931546399,0.49360403043662077,-1.3600014247394037,0.5490683387134803,-1.6269361961458386,0.5804036363482593,-1.8444014825014015,0.27103326052277177,-0.9625699827495118,0.3775222434588406,-1.3166798771530612,0.38150606672129106,-1.0383858497709935,0.3512447425165728,-0.8369873689611589,0.11376415095710896,-0.9584615758519739,0.18825592625823992,-1.3174055055009366,0.22608546853948736,-1.0682923076127364,0.19690151426524116,-0.8306003178676719,-0.054361260803277835,-0.9346207243047902,0.015087390687118856,-1.2318344817180822,0.07494622705616615,-1.0715214284837906,0.07279515541566627,-0.8708042856564678
